transaction_id,date,amount,location,category,fraud_type,is_fraud
15740,2022-12-28,162726.7,15,9,2,0
15741,2024-02-20,832073.81,18,1,0,1
15742,2022-02-13,812365.03,14,5,1,1
15743,2020-12-14,466661.4,14,1,1,1
15744,2020-03-20,947355.16,12,0,0,1
15745,2020-06-08,586288.21,10,4,1,1
15746,2023-11-05,448451.28,8,7,2,0
15747,2023-12-02,23103.04,11,7,1,1
15748,2020-07-08,953249.86,16,9,2,0
15749,2021-09-08,137084.91,6,3,2,0
15750,2020-03-30,303226.6,2,2,2,0
15751,2022-08-05,732142.67,19,5,1,1
15752,2022-05-10,15292.49,7,4,2,0
15753,2022-11-22,547162.99,11,8,2,0
15754,2021-04-03,167318.26,7,2,2,0
15755,2024-09-23,32312.98,5,8,2,0
15756,2022-06-21,645249.2,13,2,0,1
15757,2021-11-21,606948.45,2,0,2,0
15758,2024-10-03,736951.76,4,6,1,1
15759,2022-04-05,622039.34,2,8,1,1
15760,2023-02-19,447566.97,14,1,2,0
15761,2022-07-11,483834.31,19,7,1,1
15762,2023-04-15,227921.67,13,2,1,1
15763,2023-09-12,92885.32,9,3,2,0
15764,2021-06-03,862242.57,17,7,2,0
15765,2021-02-18,694400.23,18,3,3,1
15766,2025-04-11,131688.68,19,4,1,1
15767,2024-10-31,271594.45,10,5,2,0
15768,2023-06-29,864596.24,9,4,0,1
15769,2025-03-11,960233.2,1,3,0,1
15770,2021-07-24,793231.48,15,4,2,0
15771,2021-07-24,574256.4,1,0,0,1
15772,2020-05-10,870455.83,5,1,2,0
15773,2020-02-04,630541.87,1,6,0,1
15774,2020-12-30,702418.89,8,6,0,1
15775,2025-01-24,828679.94,5,1,2,0
15776,2021-04-16,360441.35,5,8,1,1
15777,2020-10-24,786693.16,7,5,1,1
15778,2023-05-26,214880.87,10,2,1,1
15779,2024-11-07,202309.19,12,2,3,1
15780,2020-02-03,813225.41,16,9,1,1
15781,2024-11-29,568160.86,5,8,3,1
15782,2022-04-25,419757.52,3,2,1,1
15783,2020-08-10,528217.16,2,5,2,0
15784,2023-11-27,978140.91,8,4,0,1
15785,2022-04-22,895230.66,9,3,3,1
15786,2022-12-04,512500.8,6,2,3,1
15787,2022-12-19,551717.78,4,2,1,1
15788,2022-10-02,618089.39,17,7,1,1
15789,2023-01-16,792917.48,16,0,1,1
15790,2024-04-28,875065.58,7,9,2,0
15791,2024-10-04,155063.69,15,0,2,0
15792,2024-08-30,631906.55,16,7,2,0
15793,2021-12-08,234917.25,12,4,2,0
15794,2024-05-14,625562.06,17,0,1,1
15795,2025-09-07,179594.81,6,7,3,1
15796,2023-01-13,809885.87,5,1,0,1
15797,2025-01-14,664324.25,14,3,2,0
15798,2025-07-14,867335.91,7,8,3,1
15799,2022-08-29,944993.47,6,5,0,1
15800,2020-10-02,934588.01,2,5,2,0
15801,2020-12-08,153711.81,19,2,2,0
15802,2025-02-18,383052.05,6,5,3,1
15803,2022-12-11,488264.29,5,0,2,0
15804,2021-04-11,791059.06,2,1,2,0
15805,2020-04-19,24666.43,5,7,2,0
15806,2022-04-22,926191.07,8,7,0,1
15807,2021-08-31,413158.41,5,4,2,0
15808,2023-09-13,634795.17,12,1,1,1
15809,2023-01-13,980807.79,10,1,2,0
15810,2021-08-14,883831.04,0,0,2,0
15811,2021-08-09,368558.82,19,1,2,0
15812,2022-04-04,489666.6,17,8,2,0
15813,2025-02-07,772244.8,5,9,2,0
15814,2024-08-14,746120.2,19,6,3,1
15815,2022-06-05,707751.84,16,5,3,1
15816,2025-03-01,20585.79,16,8,2,0
15817,2022-11-22,207026.0,3,4,0,1
15818,2020-04-29,229461.17,2,6,1,1
15819,2020-02-16,258109.92,5,3,3,1
15820,2023-03-12,105223.23,10,8,2,0
15821,2025-09-11,808539.33,18,5,0,1
15822,2024-03-12,347883.63,5,5,3,1
15823,2024-02-25,777832.07,9,9,2,0
15824,2023-02-19,932209.36,13,8,2,0
15825,2020-10-31,319893.98,16,6,2,0
15826,2023-07-28,459234.0,18,4,0,1
15827,2020-10-23,96637.46,19,4,1,1
15828,2020-05-24,301892.42,4,2,1,1
15829,2024-03-01,550780.17,1,1,0,1
15830,2025-02-18,188386.19,15,7,2,0
15831,2024-02-02,541632.55,11,1,2,0
15832,2025-05-16,319752.47,0,7,0,1
15833,2023-03-24,990147.63,19,4,0,1
15834,2022-05-01,381955.0,18,8,0,1
15835,2024-03-10,48665.66,1,1,1,1
15836,2021-10-03,478224.82,8,1,2,0
15837,2024-12-09,340681.83,0,1,2,0
15838,2021-08-16,376328.19,2,0,1,1
15839,2024-02-23,376828.24,3,4,2,0
15840,2021-03-14,882358.45,19,7,2,0
15841,2020-11-22,503281.92,6,1,2,0
15842,2022-11-26,260312.61,14,7,3,1
15843,2021-01-12,794578.53,18,3,3,1
15844,2021-10-24,449012.01,4,1,3,1
15845,2023-10-31,153902.0,13,7,3,1
15846,2024-10-28,998513.34,3,2,3,1
15847,2025-10-01,37084.22,17,1,3,1
15848,2025-12-22,712141.55,14,6,1,1
15849,2024-07-18,849080.92,18,5,3,1
15850,2022-01-20,360275.18,4,1,0,1
15851,2022-12-23,165769.96,3,7,1,1
15852,2023-11-15,442192.41,1,5,0,1
15853,2025-04-29,487652.39,8,8,2,0
15854,2022-08-14,999706.48,19,0,2,0
15855,2020-01-19,29271.02,1,5,2,0
15856,2020-06-09,659325.1,7,4,1,1
15857,2020-02-28,806404.19,9,7,1,1
15858,2022-01-24,621725.07,4,6,2,0
15859,2020-11-21,633632.12,10,4,0,1
15860,2023-02-04,876557.75,11,3,2,0
15861,2021-12-26,569518.74,13,4,2,0
15862,2024-07-30,882769.5,12,9,1,1
15863,2020-06-29,218084.01,2,3,2,0
15864,2021-09-10,520961.41,4,6,2,0
15865,2025-05-24,43260.08,3,3,3,1
15866,2021-12-28,805448.66,3,4,2,0
15867,2020-12-13,779511.71,15,2,2,0
15868,2025-12-25,543649.5,17,3,2,0
15869,2021-07-20,401864.89,5,4,3,1
15870,2020-09-22,376410.98,3,5,0,1
15871,2023-08-17,209098.07,15,7,3,1
15872,2021-02-05,433610.4,16,3,0,1
15873,2025-07-04,310870.17,6,1,0,1
15874,2023-08-17,581894.9,11,4,1,1
15875,2020-10-27,788618.48,19,6,1,1
15876,2025-07-22,697195.3,12,3,2,0
15877,2023-05-18,518815.71,4,0,3,1
15878,2024-12-20,949117.66,0,0,2,0
15879,2021-03-12,205350.68,4,3,0,1
15880,2022-04-02,643573.34,1,1,1,1
15881,2023-02-11,97161.7,6,0,2,0
15882,2025-03-25,676282.97,18,9,1,1
15883,2024-12-01,728082.47,2,2,2,0
15884,2023-05-30,784790.78,5,0,2,0
15885,2025-12-25,667122.24,6,6,2,0
15886,2023-01-16,131395.62,7,5,2,0
15887,2023-04-12,53849.56,13,2,0,1
15888,2025-12-21,717118.99,8,6,2,0
15889,2025-11-04,800250.3,5,8,2,0
15890,2020-07-07,42314.67,11,2,1,1
15891,2024-11-20,158433.02,8,5,0,1
15892,2020-06-04,792383.64,14,0,2,0
15893,2023-08-07,968149.94,18,9,2,0
15894,2025-05-14,525331.22,7,9,1,1
15895,2022-01-08,161778.68,16,5,0,1
15896,2025-06-20,328050.72,9,0,2,0
15897,2021-03-25,783608.94,18,7,2,0
15898,2025-03-28,547793.33,3,5,1,1
15899,2022-11-17,67217.23,1,9,2,0
15900,2022-01-21,315335.1,19,3,1,1
15901,2024-01-05,755263.18,13,8,1,1
15902,2020-09-19,332523.39,9,4,2,0
15903,2021-05-30,438004.52,12,8,2,0
15904,2022-04-28,905998.78,1,7,3,1
15905,2021-07-24,984796.55,19,6,0,1
15906,2020-05-11,759630.47,0,8,3,1
15907,2022-07-27,247724.53,14,3,2,0
15908,2024-06-08,250714.65,13,0,2,0
15909,2023-01-07,311223.28,15,7,1,1
15910,2020-05-15,168949.67,9,1,2,0
15911,2024-03-25,187044.2,7,5,2,0
15912,2021-05-22,263429.72,5,5,3,1
15913,2023-04-03,663287.42,9,6,0,1
15914,2023-12-17,616344.57,18,4,2,0
15915,2023-06-09,347492.72,7,9,3,1
15916,2020-02-29,204700.85,6,4,0,1
15917,2025-12-17,627781.68,19,0,2,0
15918,2023-05-27,139564.8,3,4,2,0
15919,2024-01-03,154783.89,13,3,3,1
15920,2022-08-18,389533.11,10,4,2,0
15921,2025-11-30,571696.44,7,5,2,0
15922,2020-04-10,731005.9,7,6,0,1
15923,2023-07-06,690110.5,15,5,2,0
15924,2024-03-13,384667.34,14,6,2,0
15925,2025-11-25,658105.82,14,7,2,0
15926,2025-07-15,219233.37,5,1,1,1
15927,2023-03-04,498807.53,17,8,2,0
15928,2020-08-30,619125.17,1,0,2,0
15929,2025-01-06,746961.8,11,5,3,1
15930,2023-06-09,88793.27,10,2,2,0
15931,2025-04-04,110129.86,14,0,2,0
15932,2024-11-03,83113.98,9,0,2,0
15933,2024-08-17,551004.34,10,8,2,0
15934,2025-05-28,574354.14,9,8,2,0
15935,2024-07-07,20905.23,7,1,3,1
15936,2024-07-22,660133.88,0,4,0,1
15937,2024-02-18,765691.27,18,1,1,1
15938,2022-12-31,125443.87,1,9,0,1
15939,2022-05-02,343953.85,9,7,2,0
15940,2023-08-22,851472.41,2,3,2,0
15941,2020-02-24,690328.07,17,9,3,1
15942,2022-03-06,311597.3,19,0,1,1
15943,2023-06-29,744820.44,13,4,3,1
15944,2022-01-13,888394.86,17,1,2,0
15945,2021-01-19,316226.86,3,6,0,1
15946,2023-05-21,687440.86,19,9,3,1
15947,2020-04-01,102485.24,16,4,2,0
15948,2022-04-09,68096.07,9,3,2,0
15949,2022-10-30,590394.75,8,5,2,0
15950,2023-05-19,497499.8,13,9,0,1
15951,2023-05-09,811987.4,14,7,1,1
15952,2024-08-19,782480.43,18,6,0,1
15953,2023-02-21,293828.66,10,0,3,1
15954,2021-03-02,517139.78,1,0,2,0
15955,2023-06-28,758218.79,11,6,2,0
15956,2020-02-11,278243.21,17,5,2,0
15957,2020-02-14,368341.73,4,8,2,0
15958,2025-05-04,69264.85,18,8,2,0
15959,2024-04-04,139183.71,9,3,3,1
15960,2022-09-16,614118.15,4,8,2,0
15961,2022-10-18,501783.7,14,6,0,1
15962,2021-07-18,176904.75,9,4,2,0
15963,2022-04-23,17208.39,11,4,2,0
15964,2021-07-27,177342.81,19,2,1,1
15965,2020-11-21,752143.56,16,6,0,1
15966,2021-12-21,102745.48,9,3,2,0
15967,2024-06-22,408424.87,19,7,2,0
15968,2023-05-22,246401.14,17,6,3,1
15969,2021-03-28,553902.69,14,2,3,1
15970,2023-09-27,516436.81,4,2,3,1
15971,2021-10-11,983124.0,14,6,1,1
15972,2020-02-13,775151.27,1,8,3,1
15973,2025-05-10,938946.27,11,9,2,0
15974,2021-11-15,582178.69,15,1,3,1
15975,2024-04-22,740403.55,10,5,1,1
15976,2025-09-05,896125.81,11,0,2,0
15977,2020-07-30,50660.29,8,6,2,0
15978,2022-02-11,916295.68,19,5,0,1
15979,2021-07-18,219652.6,8,9,0,1
15980,2020-11-25,707965.94,14,4,3,1
15981,2021-09-12,775607.49,12,2,3,1
15982,2023-01-16,118232.74,11,3,2,0
15983,2020-11-30,953568.91,12,8,2,0
15984,2023-11-07,927293.57,5,3,2,0
15985,2022-05-24,658007.25,15,3,2,0
15986,2021-02-13,163775.85,16,5,2,0
15987,2021-03-10,570390.05,17,9,1,1
15988,2020-08-22,350703.39,14,4,2,0
15989,2024-09-25,931456.69,0,2,2,0
15990,2021-08-30,412589.19,16,6,1,1
15991,2021-05-01,696811.86,15,6,1,1
15992,2024-01-21,640644.95,9,7,3,1
15993,2020-05-21,278305.12,16,6,2,0
15994,2022-09-02,540141.87,13,6,3,1
15995,2025-03-07,415880.36,8,2,1,1
15996,2023-06-05,380881.5,10,1,2,0
15997,2024-01-14,865365.4,14,2,2,0
15998,2020-09-27,148360.77,17,3,3,1
15999,2025-02-11,416290.01,2,9,2,0
16000,2024-12-16,16684.93,16,3,0,1
16001,2025-11-17,269271.42,18,9,1,1
16002,2025-07-13,625529.32,1,0,2,0
16003,2025-10-05,96647.05,3,6,1,1
16004,2020-07-19,278469.38,8,0,2,0
16005,2021-07-10,881426.53,19,4,3,1
16006,2022-10-19,694916.99,19,9,2,0
16007,2022-12-18,79585.87,9,2,0,1
16008,2020-12-05,992456.01,1,3,2,0
16009,2025-05-09,945690.18,2,0,2,0
16010,2024-10-14,150272.96,9,6,0,1
16011,2023-08-12,922649.76,15,9,0,1
16012,2024-10-14,554444.32,2,1,2,0
16013,2021-05-20,930087.22,8,6,0,1
16014,2025-04-17,968370.26,16,5,3,1
16015,2025-01-15,696627.93,1,1,2,0
16016,2022-09-28,298384.76,1,6,1,1
16017,2023-02-22,925410.9,11,0,2,0
16018,2024-05-27,577743.65,4,3,2,0
16019,2022-04-13,348126.07,16,0,2,0
16020,2021-01-08,465437.57,12,6,3,1
16021,2022-05-09,412140.0,15,1,3,1
16022,2022-11-08,935937.11,19,0,2,0
16023,2024-11-21,821634.72,13,8,3,1
16024,2020-09-26,41061.09,6,5,2,0
16025,2021-03-17,19757.1,12,9,2,0
16026,2023-09-22,78680.91,1,3,2,0
16027,2021-11-30,614283.01,6,5,2,0
16028,2022-05-22,816334.97,2,7,3,1
16029,2020-12-30,519799.01,15,2,2,0
16030,2023-07-06,539374.0,9,6,2,0
16031,2024-01-11,248018.27,10,8,0,1
16032,2025-12-13,464699.36,18,8,2,0
16033,2025-05-22,264277.6,5,8,2,0
16034,2025-05-09,281272.75,13,0,1,1
16035,2022-05-17,397248.3,18,1,1,1
16036,2020-10-07,57069.57,6,5,2,0
16037,2025-12-11,955408.78,14,1,0,1
16038,2022-01-12,915120.0,4,2,2,0
16039,2021-04-21,798302.59,11,8,1,1
16040,2023-01-06,572825.99,7,3,1,1
16041,2025-07-01,814895.23,15,5,2,0
16042,2022-04-03,974396.31,5,1,2,0
16043,2021-10-19,290748.07,18,6,0,1
16044,2022-08-07,370632.39,3,1,3,1
16045,2021-01-17,731755.41,19,8,1,1
16046,2022-08-21,646436.77,2,5,2,0
16047,2020-03-02,826570.65,19,5,3,1
16048,2021-06-11,353510.7,5,4,2,0
16049,2020-09-09,317447.08,1,4,3,1
16050,2023-03-06,589562.94,14,9,3,1
16051,2022-03-12,154399.24,18,5,2,0
16052,2023-04-29,49179.12,11,1,3,1
16053,2020-10-17,251694.38,1,9,1,1
16054,2023-10-05,166741.24,2,4,0,1
16055,2021-11-21,16608.47,19,8,0,1
16056,2022-12-04,780228.69,3,5,1,1
16057,2021-08-16,547779.4,6,2,1,1
16058,2022-01-29,672263.53,4,8,2,0
16059,2020-03-08,171420.06,3,5,1,1
16060,2021-07-28,264125.04,1,2,2,0
16061,2025-10-02,69511.25,16,9,0,1
16062,2023-09-20,997499.05,9,0,2,0
16063,2025-05-26,112056.16,16,4,0,1
16064,2020-05-23,99461.36,9,5,3,1
16065,2020-06-13,618026.78,10,6,3,1
16066,2023-06-27,338563.98,13,5,2,0
16067,2020-01-08,888703.48,7,3,2,0
16068,2024-06-09,833203.33,10,4,2,0
16069,2023-10-14,869471.11,17,7,3,1
16070,2023-11-18,737779.0,15,8,3,1
16071,2025-09-12,140471.83,11,0,2,0
16072,2023-03-16,72975.61,1,8,2,0
16073,2025-03-19,73983.27,6,9,1,1
16074,2021-05-13,803761.8,1,0,0,1
16075,2021-02-04,660546.4,13,4,2,0
16076,2024-04-15,981174.52,13,1,0,1
16077,2021-12-02,647073.18,1,0,2,0
16078,2021-03-13,256770.79,3,6,0,1
16079,2020-01-22,98619.15,11,4,3,1
16080,2022-09-16,371943.61,10,0,2,0
16081,2024-01-30,207699.32,8,5,2,0
16082,2024-08-24,632111.41,6,3,2,0
16083,2025-01-11,105003.19,5,6,3,1
16084,2022-06-01,774785.47,10,0,2,0
16085,2020-08-05,699585.17,3,5,0,1
16086,2023-08-27,738994.31,0,8,0,1
16087,2023-04-01,965822.2,19,7,2,0
16088,2023-12-16,654054.45,16,6,3,1
16089,2024-10-12,790666.89,16,5,2,0
16090,2023-11-24,94451.5,15,2,3,1
16091,2022-07-27,943659.72,4,0,0,1
16092,2021-02-21,226387.17,18,5,2,0
16093,2020-04-25,498120.31,18,1,2,0
16094,2024-05-11,957523.44,9,5,3,1
16095,2024-02-23,187569.91,18,2,3,1
16096,2020-02-27,45151.92,14,7,2,0
16097,2021-01-10,304093.55,4,9,2,0
16098,2023-09-18,164811.8,3,5,2,0
16099,2025-01-22,671350.1,11,6,1,1
16100,2022-08-11,285590.87,17,0,2,0
16101,2022-05-18,72210.92,11,1,0,1
16102,2021-02-24,894093.29,5,2,2,0
16103,2020-08-30,58980.11,3,9,2,0
16104,2020-05-02,278558.5,6,1,3,1
16105,2025-08-25,247891.48,18,0,3,1
16106,2023-05-25,33271.69,17,7,2,0
16107,2025-12-21,173580.38,3,8,2,0
16108,2020-07-11,816700.45,4,4,2,0
16109,2025-01-12,47152.81,12,5,3,1
16110,2021-11-29,32995.01,9,6,0,1
16111,2024-04-13,637681.0,4,9,2,0
16112,2022-01-28,98032.57,17,7,2,0
16113,2020-05-10,377863.19,4,9,1,1
16114,2021-05-23,12120.14,13,7,2,0
16115,2025-10-14,368756.09,17,3,0,1
16116,2023-02-01,324861.37,0,4,1,1
16117,2021-09-19,616573.46,2,6,2,0
16118,2020-06-10,504104.78,15,2,2,0
16119,2021-01-31,681739.88,1,1,1,1
16120,2024-01-04,936497.15,1,9,2,0
16121,2022-10-16,797221.62,11,5,0,1
16122,2025-06-26,934215.22,19,0,1,1
16123,2021-08-12,63683.49,8,8,2,0
16124,2021-02-24,990435.6,16,8,3,1
16125,2020-02-15,328838.83,7,5,2,0
16126,2020-09-30,283950.79,5,7,2,0
16127,2020-10-04,409486.37,1,0,3,1
16128,2025-10-17,785468.66,7,7,2,0
16129,2022-07-11,954741.9,1,9,1,1
16130,2020-02-26,558693.32,5,2,2,0
16131,2025-01-23,162843.5,13,7,2,0
16132,2024-05-25,221913.76,3,4,2,0
16133,2025-01-26,411317.82,8,3,2,0
16134,2025-12-24,372099.63,10,7,0,1
16135,2020-02-10,245887.3,15,8,0,1
16136,2024-11-06,851725.94,4,5,0,1
16137,2020-09-07,287311.32,17,0,2,0
16138,2025-11-24,596825.62,19,8,0,1
16139,2024-05-03,484509.73,11,1,0,1
16140,2025-12-14,924225.6,13,7,0,1
16141,2021-06-29,632631.2,19,4,2,0
16142,2023-09-30,338772.53,17,4,2,0
16143,2021-01-13,642304.88,7,9,2,0
16144,2025-02-25,325717.46,17,3,3,1
16145,2021-03-29,99960.9,4,2,0,1
16146,2020-07-12,490353.78,12,7,1,1
16147,2020-03-26,861596.2,9,2,2,0
16148,2021-11-08,910089.14,13,7,2,0
16149,2020-01-25,548304.62,6,9,2,0
16150,2022-08-12,702528.64,11,5,0,1
16151,2021-05-27,614584.43,8,1,2,0
16152,2021-07-06,812716.58,9,7,2,0
16153,2021-02-08,112192.42,6,7,1,1
16154,2023-01-12,407358.32,6,9,3,1
16155,2024-07-01,260549.92,8,2,3,1
16156,2022-01-18,16510.14,11,9,2,0
16157,2020-11-04,831620.7,3,9,2,0
16158,2023-01-13,142843.81,9,6,2,0
16159,2023-09-07,330141.67,15,9,2,0
16160,2024-10-09,868207.95,17,3,0,1
16161,2023-10-11,724104.36,2,4,2,0
16162,2020-08-12,572036.14,2,6,2,0
16163,2020-08-05,317164.86,6,9,2,0
16164,2022-07-13,520168.95,19,6,1,1
16165,2022-01-13,65675.47,0,3,3,1
16166,2020-10-24,730024.47,10,7,1,1
16167,2024-06-20,244942.5,16,3,1,1
16168,2023-03-21,484408.24,4,4,2,0
16169,2025-08-24,103525.03,18,0,2,0
16170,2025-09-04,713680.09,7,0,3,1
16171,2025-01-12,896873.02,5,6,1,1
16172,2021-05-25,461376.98,14,0,2,0
16173,2021-05-25,92393.22,17,7,2,0
16174,2024-12-07,945624.11,9,8,2,0
16175,2025-07-26,452578.83,17,8,2,0
16176,2023-06-14,89536.06,18,6,3,1
16177,2022-06-14,196542.84,3,4,2,0
16178,2020-02-05,128646.23,8,2,1,1
16179,2024-05-12,205550.08,12,3,0,1
16180,2021-01-25,164228.4,8,7,2,0
16181,2025-07-24,923648.84,18,9,2,0
16182,2024-02-12,216983.57,19,9,1,1
16183,2022-03-31,447547.0,14,7,2,0
16184,2022-04-04,732580.11,0,6,2,0
16185,2021-09-15,680203.4,9,1,2,0
16186,2021-05-17,956901.53,15,7,2,0
16187,2020-12-04,966369.27,10,5,1,1
16188,2020-08-06,574987.55,10,0,0,1
16189,2021-03-11,754780.9,15,0,2,0
16190,2024-02-04,392184.82,2,8,2,0
16191,2020-12-28,434957.59,12,5,2,0
16192,2022-07-24,113327.72,9,0,0,1
16193,2022-04-30,676685.34,18,7,3,1
16194,2024-05-12,277902.61,19,4,2,0
16195,2025-02-17,89062.7,9,4,1,1
16196,2023-08-29,107248.59,0,5,0,1
16197,2021-01-20,725153.18,18,2,3,1
16198,2025-02-21,236637.9,7,6,1,1
16199,2021-07-24,772285.45,18,3,3,1
16200,2020-09-20,906860.8,15,0,2,0
16201,2022-05-18,347440.3,6,1,2,0
16202,2020-04-28,795937.31,0,1,3,1
16203,2025-09-14,434461.83,17,4,0,1
16204,2020-10-05,774494.54,3,9,2,0
16205,2023-08-30,313655.84,13,6,2,0
16206,2023-06-19,932172.15,1,5,2,0
16207,2020-09-05,987334.51,13,5,2,0
16208,2021-05-03,392291.4,19,2,1,1
16209,2021-01-21,206937.93,11,7,0,1
16210,2021-08-14,688477.56,19,7,2,0
16211,2022-09-10,587758.34,10,3,2,0
16212,2022-01-13,991553.18,17,5,2,0
16213,2023-07-02,813478.23,9,9,0,1
16214,2024-11-14,836753.59,7,4,2,0
16215,2024-12-13,729215.61,15,2,3,1
16216,2024-12-14,357281.13,8,6,0,1
16217,2023-01-12,936484.03,2,1,3,1
16218,2020-11-14,471013.45,8,9,3,1
16219,2021-02-05,405448.89,1,2,0,1
16220,2022-08-09,202292.5,19,2,0,1
16221,2022-06-06,310917.46,19,7,2,0
16222,2022-11-11,12232.13,11,2,2,0
16223,2025-10-12,663305.56,18,0,2,0
16224,2025-05-23,609411.92,12,1,2,0
16225,2021-02-05,409002.85,1,6,2,0
16226,2022-05-30,967436.17,19,2,3,1
16227,2022-06-25,696175.14,13,2,2,0
16228,2021-11-20,250289.05,1,0,2,0
16229,2022-05-09,384914.73,5,2,2,0
16230,2023-10-01,520641.76,0,9,2,0
16231,2023-05-26,549899.54,15,3,1,1
16232,2023-01-17,282879.01,7,9,2,0
16233,2023-05-03,256945.88,16,4,0,1
16234,2023-02-23,306429.21,4,6,1,1
16235,2025-03-13,963719.43,16,7,1,1
16236,2025-11-10,365929.83,14,4,2,0
16237,2024-05-25,380400.99,13,7,1,1
16238,2024-02-04,723041.77,17,7,2,0
16239,2022-05-24,171131.44,7,3,2,0
16240,2022-07-17,646731.54,3,9,0,1
16241,2020-12-01,669468.64,0,8,2,0
16242,2020-04-16,73869.78,5,3,2,0
16243,2022-05-17,198045.75,14,2,2,0
16244,2023-04-01,471826.09,13,4,0,1
16245,2023-12-28,837063.26,19,8,3,1
16246,2024-05-15,735019.83,17,2,2,0
16247,2021-02-21,874716.59,9,0,3,1
16248,2021-09-11,852496.32,10,9,3,1
16249,2022-09-22,516386.99,18,7,2,0
16250,2023-05-21,626060.94,13,1,2,0
16251,2024-11-28,921591.1,12,8,2,0
16252,2023-08-16,743662.01,17,1,2,0
16253,2022-05-17,364297.91,5,1,3,1
16254,2023-10-22,356857.46,1,1,2,0
16255,2024-01-02,372955.9,7,3,0,1
16256,2021-05-26,500251.15,6,7,2,0
16257,2025-06-26,368863.13,5,9,1,1
16258,2022-02-07,195633.93,18,2,2,0
16259,2024-10-29,598969.89,12,7,1,1
16260,2024-05-16,870518.17,19,0,1,1
16261,2025-04-03,497622.98,8,5,2,0
16262,2024-07-26,226957.29,19,6,0,1
16263,2020-04-08,814919.86,2,7,1,1
16264,2021-09-17,758186.77,3,2,2,0
16265,2022-03-26,703215.05,13,5,1,1
16266,2025-07-27,677977.17,0,3,2,0
16267,2025-10-29,784451.47,13,5,1,1
16268,2021-12-03,831960.32,10,3,1,1
16269,2021-10-10,899220.96,4,9,2,0
16270,2021-02-26,613831.89,3,2,1,1
16271,2021-12-09,399656.88,15,9,2,0
16272,2025-09-28,98997.29,10,4,3,1
16273,2025-07-08,725192.25,0,1,3,1
16274,2021-12-06,149795.51,15,0,2,0
16275,2023-10-10,869834.63,14,9,0,1
16276,2024-03-17,411815.89,5,6,2,0
16277,2023-07-11,877375.21,4,6,2,0
16278,2021-07-05,523289.88,6,0,3,1
16279,2021-07-06,458948.28,18,7,0,1
16280,2020-10-12,369934.3,0,0,3,1
16281,2024-10-26,70733.59,0,3,2,0
16282,2020-05-19,21412.68,17,2,1,1
16283,2020-04-08,513602.38,14,4,3,1
16284,2025-12-11,902096.59,18,9,0,1
16285,2024-03-04,590249.01,12,6,2,0
16286,2025-07-16,863754.1,15,9,3,1
16287,2025-01-11,999756.68,8,2,3,1
16288,2021-07-31,186830.57,1,9,0,1
16289,2024-10-12,662980.78,14,2,2,0
16290,2023-10-06,422738.7,19,2,2,0
16291,2023-03-19,216717.09,2,1,1,1
16292,2022-10-27,248494.67,11,7,3,1
16293,2022-11-15,252207.08,1,5,0,1
16294,2021-04-16,732355.16,9,9,3,1
16295,2021-04-17,361451.97,17,6,1,1
16296,2021-07-20,263176.95,10,8,1,1
16297,2021-12-01,887101.04,1,6,0,1
16298,2023-11-13,44001.17,2,2,3,1
16299,2020-08-20,738261.52,16,6,2,0
16300,2025-12-04,960951.17,0,0,2,0
16301,2025-10-26,629386.84,15,5,2,0
16302,2023-10-25,552681.33,12,1,3,1
16303,2021-02-19,70832.12,1,5,2,0
16304,2021-07-22,507929.22,19,0,0,1
16305,2024-10-25,367790.11,12,5,1,1
16306,2023-09-07,780319.59,12,5,2,0
16307,2020-05-18,813658.48,5,4,0,1
16308,2023-02-03,175926.42,15,2,1,1
16309,2025-09-21,527021.63,17,1,0,1
16310,2020-06-24,861338.37,5,9,2,0
16311,2024-11-11,628281.37,19,2,1,1
16312,2025-10-04,486161.36,1,6,1,1
16313,2020-11-22,899080.96,2,3,2,0
16314,2022-12-26,966823.02,0,9,0,1
16315,2020-05-14,242921.36,5,1,2,0
16316,2020-06-05,190968.18,5,1,0,1
16317,2020-02-02,866181.47,12,0,2,0
16318,2022-03-09,250520.0,8,6,2,0
16319,2022-12-20,849360.2,0,1,2,0
16320,2025-09-22,308175.17,5,6,3,1
16321,2023-11-04,28994.78,13,1,1,1
16322,2022-11-20,427719.77,17,8,2,0
16323,2022-06-07,49963.45,18,8,3,1
16324,2020-12-25,215911.26,1,4,3,1
16325,2023-11-29,484568.15,13,7,0,1
16326,2020-12-12,48110.36,7,2,2,0
16327,2023-05-29,42882.6,14,6,0,1
16328,2021-01-27,163596.01,12,7,1,1
16329,2020-11-18,468125.99,14,1,1,1
16330,2023-04-16,974276.78,1,9,0,1
16331,2020-05-01,102480.19,2,7,2,0
16332,2023-07-08,625740.69,9,0,3,1
16333,2021-11-27,502102.5,15,9,0,1
16334,2023-08-02,69553.72,12,1,2,0
16335,2020-05-02,43800.46,12,1,1,1
16336,2021-09-16,229617.74,7,4,2,0
16337,2024-08-12,687903.27,3,6,0,1
16338,2024-06-16,962764.43,16,2,1,1
16339,2022-11-18,560516.96,11,6,3,1
16340,2023-07-27,55314.56,0,2,2,0
16341,2024-07-03,265395.74,18,2,2,0
16342,2020-02-24,942899.06,13,3,2,0
16343,2025-02-12,22395.33,4,0,2,0
16344,2022-06-11,606229.13,16,8,0,1
16345,2025-01-06,187128.73,1,4,0,1
16346,2025-04-19,75548.99,13,0,1,1
